FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
132534		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q62 first reported (congenital obstructive defects of renal pelvis and congenital malformations of ureter)	Date
132535		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q62 (congenital obstructive defects of renal pelvis and congenital malformations of ureter)	Categorical single
132536		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q63 first reported (other congenital malformations of kidney)	Date
132537		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q63 (other congenital malformations of kidney)	Categorical single
132538		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q64 first reported (other congenital malformations of urinary system)	Date
132539		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q64 (other congenital malformations of urinary system)	Categorical single
132540		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q65 first reported (congenital deformities of hip)	Date
132541		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q65 (congenital deformities of hip)	Categorical single
132542		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q66 first reported (congenital deformities of feet)	Date
132543		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q66 (congenital deformities of feet)	Categorical single
132544		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Date Q67 first reported (congenital musculoskeletal deformities of head, face, spine and chest)"	Date
132545		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Source of report of Q67 (congenital musculoskeletal deformities of head, face, spine and chest)"	Categorical single
132546		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q68 first reported (other congenital musculoskeletal deformities)	Date
132547		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q68 (other congenital musculoskeletal deformities)	Categorical single
132548		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q69 first reported (polydactyly)	Date
132549		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q69 (polydactyly)	Categorical single
132550		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q70 first reported (syndactyly)	Date
132551		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q70 (syndactyly)	Categorical single
132552		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q71 first reported (reduction defects of upper limb)	Date
132553		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q71 (reduction defects of upper limb)	Categorical single
132554		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q72 first reported (reduction defects of lower limb)	Date
132555		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q72 (reduction defects of lower limb)	Categorical single
132556		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q73 first reported (reduction defects of unspecified limb)	Date
132557		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q73 (reduction defects of unspecified limb)	Categorical single
132558		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q74 first reported (other congenital malformations of limb(s))	Date
132559		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q74 (other congenital malformations of limb(s))	Categorical single
132560		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q75 first reported (other congenital malformations of skull and face bones)	Date
132561		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q75 (other congenital malformations of skull and face bones)	Categorical single
132562		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q76 first reported (congenital malformations of spine and bony thorax)	Date
132563		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q76 (congenital malformations of spine and bony thorax)	Categorical single
132564		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q77 first reported (osteochondrodysplasia with defects of growth of tubular bones and spine)	Date
132565		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q77 (osteochondrodysplasia with defects of growth of tubular bones and spine)	Categorical single
132566		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q78 first reported (other osteochondrodysplasias)	Date
132567		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q78 (other osteochondrodysplasias)	Categorical single
132568		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Date Q79 first reported (congenital malformations of musculoskeletal system, not elsewhere classified)"	Date
132569		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Source of report of Q79 (congenital malformations of musculoskeletal system, not elsewhere classified)"	Categorical single
132570		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q80 first reported (congenital ichthyosis)	Date
132571		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q80 (congenital ichthyosis)	Categorical single
132572		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q81 first reported (epidermolysis bullosa)	Date
